Demographic Data Report for United States by County,,,,
Poverty: Persons below poverty,,,,
"All Ages, Black (includes Hispanic), Male",,,,
2017-2021 American Community Survey 5-Year Data,,,,
Sorted by Value,,,,
,,,,
County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Wabaunsee County, Kansas",20197,0,0,1 of 2897
"Wallace County, Kansas",20199,0,0,1 of 2897
"Walworth County, South Dakota",46129,0,0,1 of 2897
"Wasatch County, Utah",49051,0,0,1 of 2897
"Washington County, Colorado",08121,0,0,1 of 2897
"Washington County, Idaho",16087,0,0,1 of 2897
"Washington County, Kansas",20201,0,0,1 of 2897
"Washington County, Missouri",29221,0,0,1 of 2897
"Watonwan County, Minnesota",27165,0,0,1 of 2897
"Wayne County, Kentucky",21231,0,0,1 of 2897
"Wayne County, Nebraska",31179,0,0,1 of 2897
"Wells County, Indiana",18179,0,0,1 of 2897
"Wetzel County, West Virginia",54103,0,0,1 of 2897
"Wheatland County, Montana",30107,0,0,1 of 2897
"Wheeler County, Texas",48483,0,0,1 of 2897
"White County, Indiana",18181,0,0,1 of 2897
"Wichita County, Kansas",20203,0,0,1 of 2897
"Winkler County, Texas",48495,0,0,1 of 2897
"Winnebago County, Iowa",19189,0,0,1 of 2897
"Winneshiek County, Iowa",19191,0,0,1 of 2897
"Woodford County, Kentucky",21239,0,0,1 of 2897
"Woodward County, Oklahoma",40153,0,0,1 of 2897
"Wrangell Borough, Alaska",02275,0,0,1 of 2897
"Wright County, Iowa",19197,0,0,1 of 2897
"Wright County, Missouri",29229,0,0,1 of 2897
"Yakutat City and Borough, Alaska",02282,0,0,1 of 2897
"Yankton County, South Dakota",46135,0,0,1 of 2897
"Yuma County, Colorado",08125,0,0,1 of 2897
"Armstrong County, Texas",48011,data not available,data not available,N/A
"Arthur County, Nebraska",31005,data not available,data not available,N/A
"Banner County, Nebraska",31007,data not available,data not available,N/A
"Beaver County, Utah",49001,data not available,data not available,N/A
"Big Horn County, Montana",30003,data not available,data not available,N/A
"Billings County, North Dakota",38007,data not available,data not available,N/A
"Blaine County, Nebraska",31009,data not available,data not available,N/A
"Boone County, Nebraska",31011,data not available,data not available,N/A
"Borden County, Texas",48033,data not available,data not available,N/A
"Bottineau County, North Dakota",38009,data not available,data not available,N/A
"Bowman County, North Dakota",38011,data not available,data not available,N/A
"Bristol Bay Borough, Alaska",02060,data not available,data not available,N/A
"Broadwater County, Montana",30007,data not available,data not available,N/A
"Brown County, Illinois",17009,data not available,data not available,N/A
"Brown County, Nebraska",31017,data not available,data not available,N/A
"Buffalo County, South Dakota",46017,data not available,data not available,N/A
"Butler County, Nebraska",31023,data not available,data not available,N/A
"Butte County, Idaho",16023,data not available,data not available,N/A
"Butte County, South Dakota",46019,data not available,data not available,N/A
"Calhoun County, West Virginia",54013,data not available,data not available,N/A
"Camas County, Idaho",16025,data not available,data not available,N/A
"Cameron County, Pennsylvania",42023,data not available,data not available,N/A
"Campbell County, South Dakota",46021,data not available,data not available,N/A
"Caribou County, Idaho",16029,data not available,data not available,N/A
"Carter County, Kentucky",21043,data not available,data not available,N/A
"Carter County, Montana",30011,data not available,data not available,N/A
"Catron County, New Mexico",35003,data not available,data not available,N/A
"Cavalier County, North Dakota",38019,data not available,data not available,N/A
"Chaffee County, Colorado",08015,data not available,data not available,N/A
"Cheyenne County, Colorado",08017,data not available,data not available,N/A
"Cheyenne County, Kansas",20023,data not available,data not available,N/A
"Cimarron County, Oklahoma",40025,data not available,data not available,N/A
"Clark County, Kansas",20025,data not available,data not available,N/A
"Clarke County, Iowa",19039,data not available,data not available,N/A
"Coke County, Texas",48081,data not available,data not available,N/A
"Comanche County, Texas",48093,data not available,data not available,N/A
"Cook County, Minnesota",27031,data not available,data not available,N/A
"Corson County, South Dakota",46031,data not available,data not available,N/A
"Costilla County, Colorado",08023,data not available,data not available,N/A
"Craig County, Virginia",51045,data not available,data not available,N/A
"Crook County, Wyoming",56011,data not available,data not available,N/A
"Crowley County, Colorado",08025,data not available,data not available,N/A
"Cumberland County, Illinois",17035,data not available,data not available,N/A
"Curry County, Oregon",41015,data not available,data not available,N/A
"Daggett County, Utah",49009,data not available,data not available,N/A
"Dallam County, Texas",48111,data not available,data not available,N/A
"Daniels County, Montana",30019,data not available,data not available,N/A
"Davis County, Iowa",19051,data not available,data not available,N/A
"Decatur County, Indiana",18031,data not available,data not available,N/A
"Deuel County, South Dakota",46039,data not available,data not available,N/A
"Dewey County, Oklahoma",40043,data not available,data not available,N/A
"Dixon County, Nebraska",31051,data not available,data not available,N/A
"Dolores County, Colorado",08033,data not available,data not available,N/A
"Douglas County, Missouri",29067,data not available,data not available,N/A
"Dundy County, Nebraska",31057,data not available,data not available,N/A
"Eddy County, North Dakota",38027,data not available,data not available,N/A
"Edwards County, Texas",48137,data not available,data not available,N/A
"Elk County, Kansas",20049,data not available,data not available,N/A
"Elliott County, Kentucky",21063,data not available,data not available,N/A
"Esmeralda County, Nevada",32009,data not available,data not available,N/A
"Essex County, Vermont",50009,data not available,data not available,N/A
"Eureka County, Nevada",32011,data not available,data not available,N/A
"Fall River County, South Dakota",46047,data not available,data not available,N/A
"Fallon County, Montana",30025,data not available,data not available,N/A
"Faulk County, South Dakota",46049,data not available,data not available,N/A
"Ferry County, Washington",53019,data not available,data not available,N/A
"Foard County, Texas",48155,data not available,data not available,N/A
"Forest County, Pennsylvania",42053,data not available,data not available,N/A
"Franklin County, Idaho",16041,data not available,data not available,N/A
"Garden County, Nebraska",31069,data not available,data not available,N/A
"Garfield County, Utah",49017,data not available,data not available,N/A
"Garfield County, Washington",53023,data not available,data not available,N/A
"Gilliam County, Oregon",41021,data not available,data not available,N/A
"Glasscock County, Texas",48173,data not available,data not available,N/A
"Golden Valley County, North Dakota",38033,data not available,data not available,N/A
"Gosper County, Nebraska",31073,data not available,data not available,N/A
"Granite County, Montana",30039,data not available,data not available,N/A
"Grant County, Kansas",20067,data not available,data not available,N/A
"Grant County, Kentucky",21081,data not available,data not available,N/A
"Grant County, North Dakota",38037,data not available,data not available,N/A
"Grant County, Oregon",41023,data not available,data not available,N/A
"Gray County, Kansas",20069,data not available,data not available,N/A
"Grayson County, Kentucky",21085,data not available,data not available,N/A
"Greeley County, Kansas",20071,data not available,data not available,N/A
"Griggs County, North Dakota",38039,data not available,data not available,N/A
"Haakon County, South Dakota",46055,data not available,data not available,N/A
"Haines Borough, Alaska",02100,data not available,data not available,N/A
"Hamilton County, Kansas",20075,data not available,data not available,N/A
"Hansford County, Texas",48195,data not available,data not available,N/A
"Hanson County, South Dakota",46061,data not available,data not available,N/A
"Hardin County, Illinois",17069,data not available,data not available,N/A
"Harding County, New Mexico",35021,data not available,data not available,N/A
"Harding County, South Dakota",46063,data not available,data not available,N/A
"Harper County, Kansas",20077,data not available,data not available,N/A
"Harper County, Oklahoma",40059,data not available,data not available,N/A
"Hartley County, Texas",48205,data not available,data not available,N/A
"Haskell County, Kansas",20081,data not available,data not available,N/A
"Hayes County, Nebraska",31085,data not available,data not available,N/A
"Henderson County, Illinois",17071,data not available,data not available,N/A
"Hickory County, Missouri",29085,data not available,data not available,N/A
"Highland County, Virginia",51091,data not available,data not available,N/A
"Hitchcock County, Nebraska",31087,data not available,data not available,N/A
"Hodgeman County, Kansas",20083,data not available,data not available,N/A
"Holt County, Missouri",29087,data not available,data not available,N/A
"Hot Springs County, Wyoming",56017,data not available,data not available,N/A
"Huerfano County, Colorado",08055,data not available,data not available,N/A
"Hutchinson County, South Dakota",46067,data not available,data not available,N/A
"Jackson County, Kentucky",21109,data not available,data not available,N/A
"Jeff Davis County, Texas",48243,data not available,data not available,N/A
"Jefferson County, Idaho",16051,data not available,data not available,N/A
"Jerauld County, South Dakota",46073,data not available,data not available,N/A
"Jones County, South Dakota",46075,data not available,data not available,N/A
"Judith Basin County, Montana",30045,data not available,data not available,N/A
"Kane County, Utah",49025,data not available,data not available,N/A
"Kenedy County, Texas",48261,data not available,data not available,N/A
"Keya Paha County, Nebraska",31103,data not available,data not available,N/A
"King County, Texas",48269,data not available,data not available,N/A
"Kingsbury County, South Dakota",46077,data not available,data not available,N/A
"Kinney County, Texas",48271,data not available,data not available,N/A
"Kiowa County, Colorado",08061,data not available,data not available,N/A
"Kusilvak/Wade Hampton Census Area, Alaska",02158,data not available,data not available,N/A
"La Salle County, Texas",48283,data not available,data not available,N/A
"Lake County, Colorado",08065,data not available,data not available,N/A
"Lake County, Oregon",41037,data not available,data not available,N/A
"Lake of the Woods County, Minnesota",27077,data not available,data not available,N/A
"Lane County, Kansas",20101,data not available,data not available,N/A
"Lawrence County, Kentucky",21127,data not available,data not available,N/A
"Lemhi County, Idaho",16059,data not available,data not available,N/A
"Leslie County, Kentucky",21131,data not available,data not available,N/A
"Lewis County, Kentucky",21135,data not available,data not available,N/A
"Liberty County, Montana",30051,data not available,data not available,N/A
"Lincoln County, Idaho",16063,data not available,data not available,N/A
"Lincoln County, Kansas",20105,data not available,data not available,N/A
"Lincoln County, Nevada",32017,data not available,data not available,N/A
"Logan County, Kansas",20109,data not available,data not available,N/A
"Logan County, Nebraska",31113,data not available,data not available,N/A
"Loup County, Nebraska",31115,data not available,data not available,N/A
"Loving County, Texas",48301,data not available,data not available,N/A
"Lyman County, South Dakota",46085,data not available,data not available,N/A
"Madison County, Arkansas",05087,data not available,data not available,N/A
"Madison County, Montana",30057,data not available,data not available,N/A
"Magoffin County, Kentucky",21153,data not available,data not available,N/A
"Major County, Oklahoma",40093,data not available,data not available,N/A
"Martin County, Texas",48317,data not available,data not available,N/A
"Mason County, Texas",48319,data not available,data not available,N/A
"McCone County, Montana",30055,data not available,data not available,N/A
"McCook County, South Dakota",46087,data not available,data not available,N/A
"McIntosh County, North Dakota",38051,data not available,data not available,N/A
"McMullen County, Texas",48311,data not available,data not available,N/A
"McPherson County, Nebraska",31117,data not available,data not available,N/A
"Meagher County, Montana",30059,data not available,data not available,N/A
"Mellette County, South Dakota",46095,data not available,data not available,N/A
"Menard County, Texas",48327,data not available,data not available,N/A
"Mercer County, North Dakota",38057,data not available,data not available,N/A
"Mineral County, Colorado",08079,data not available,data not available,N/A
"Mitchell County, Texas",48335,data not available,data not available,N/A
"Monroe County, Iowa",19135,data not available,data not available,N/A
"Mora County, New Mexico",35033,data not available,data not available,N/A
"Morrill County, Nebraska",31123,data not available,data not available,N/A
"Musselshell County, Montana",30065,data not available,data not available,N/A
"Nelson County, North Dakota",38063,data not available,data not available,N/A
"Newton County, Arkansas",05101,data not available,data not available,N/A
"Niobrara County, Wyoming",56027,data not available,data not available,N/A
"Oglala Lakota/Shannon County, South Dakota",46102,data not available,data not available,N/A
"Oliver County, North Dakota",38065,data not available,data not available,N/A
"Owen County, Indiana",18119,data not available,data not available,N/A
"Owsley County, Kentucky",21189,data not available,data not available,N/A
"Owyhee County, Idaho",16073,data not available,data not available,N/A
"Perkins County, South Dakota",46105,data not available,data not available,N/A
"Petroleum County, Montana",30069,data not available,data not available,N/A
"Phillips County, Colorado",08095,data not available,data not available,N/A
"Phillips County, Montana",30071,data not available,data not available,N/A
"Pickett County, Tennessee",47137,data not available,data not available,N/A
"Pierce County, North Dakota",38069,data not available,data not available,N/A
"Piute County, Utah",49031,data not available,data not available,N/A
"Pleasants County, West Virginia",54073,data not available,data not available,N/A
"Pocahontas County, Iowa",19151,data not available,data not available,N/A
"Pocahontas County, West Virginia",54075,data not available,data not available,N/A
"Powder River County, Montana",30075,data not available,data not available,N/A
"Powell County, Kentucky",21197,data not available,data not available,N/A
"Power County, Idaho",16077,data not available,data not available,N/A
"Prairie County, Montana",30079,data not available,data not available,N/A
"Presidio County, Texas",48377,data not available,data not available,N/A
"Putnam County, Missouri",29171,data not available,data not available,N/A
"Real County, Texas",48385,data not available,data not available,N/A
"Red Willow County, Nebraska",31145,data not available,data not available,N/A
"Renville County, North Dakota",38075,data not available,data not available,N/A
"Rich County, Utah",49033,data not available,data not available,N/A
"Ringgold County, Iowa",19159,data not available,data not available,N/A
"Roberts County, Texas",48393,data not available,data not available,N/A
"Robertson County, Kentucky",21201,data not available,data not available,N/A
"Rockcastle County, Kentucky",21203,data not available,data not available,N/A
"Roger Mills County, Oklahoma",40129,data not available,data not available,N/A
"Rush County, Kansas",20165,data not available,data not available,N/A
"San Juan County, Colorado",08111,data not available,data not available,N/A
"San Saba County, Texas",48411,data not available,data not available,N/A
"Sanborn County, South Dakota",46111,data not available,data not available,N/A
"Schuyler County, Missouri",29197,data not available,data not available,N/A
"Scotland County, Missouri",29199,data not available,data not available,N/A
"Scott County, Kansas",20171,data not available,data not available,N/A
"Searcy County, Arkansas",05129,data not available,data not available,N/A
"Shackelford County, Texas",48417,data not available,data not available,N/A
"Sheridan County, Montana",30091,data not available,data not available,N/A
"Sheridan County, North Dakota",38083,data not available,data not available,N/A
"Sherman County, Oregon",41055,data not available,data not available,N/A
"Sierra County, California",06091,data not available,data not available,N/A
"Sierra County, New Mexico",35051,data not available,data not available,N/A
"Silver Bow County, Montana",30093,data not available,data not available,N/A
"Skamania County, Washington",53059,data not available,data not available,N/A
"Slope County, North Dakota",38087,data not available,data not available,N/A
"Smith County, Kansas",20183,data not available,data not available,N/A
"Stanley County, South Dakota",46117,data not available,data not available,N/A
"Stanton County, Kansas",20187,data not available,data not available,N/A
"Sterling County, Texas",48431,data not available,data not available,N/A
"Switzerland County, Indiana",18155,data not available,data not available,N/A
"Taylor County, Iowa",19173,data not available,data not available,N/A
"Terrell County, Texas",48443,data not available,data not available,N/A
"Teton County, Idaho",16081,data not available,data not available,N/A
"Thomas County, Nebraska",31171,data not available,data not available,N/A
"Throckmorton County, Texas",48447,data not available,data not available,N/A
"Towner County, North Dakota",38095,data not available,data not available,N/A
"Traverse County, Minnesota",27155,data not available,data not available,N/A
"Treasure County, Montana",30103,data not available,data not available,N/A
"Trimble County, Kentucky",21223,data not available,data not available,N/A
"Union County, Indiana",18161,data not available,data not available,N/A
"Valley County, Nebraska",31175,data not available,data not available,N/A
"Van Buren County, Tennessee",47175,data not available,data not available,N/A
"Vinton County, Ohio",39163,data not available,data not available,N/A
"Washakie County, Wyoming",56043,data not available,data not available,N/A
"Wayne County, Utah",49055,data not available,data not available,N/A
"Webster County, West Virginia",54101,data not available,data not available,N/A
"Wells County, North Dakota",38103,data not available,data not available,N/A
"Weston County, Wyoming",56045,data not available,data not available,N/A
"Wheeler County, Nebraska",31183,data not available,data not available,N/A
"Wheeler County, Oregon",41069,data not available,data not available,N/A
"Wibaux County, Montana",30109,data not available,data not available,N/A
"Wilkin County, Minnesota",27167,data not available,data not available,N/A
"Willacy County, Texas",48489,data not available,data not available,N/A
"Wolfe County, Kentucky",21237,data not available,data not available,N/A
"Woodson County, Kansas",20207,data not available,data not available,N/A
"Worth County, Missouri",29227,data not available,data not available,N/A
"Yoakum County, Texas",48501,data not available,data not available,N/A
"Young County, Texas",48503,data not available,data not available,N/A
"Yukon-Koyukuk Census Area, Alaska",02290,data not available,data not available,N/A
"Zapata County, Texas",48505,data not available,data not available,N/A
"Ziebach County, South Dakota",46137,data not available,data not available,N/A
,,,,
Created by statecancerprofiles.cancer.gov on 07/11/2024 9:59 pm.,,,,
"Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of geography, cancer site, age, and race/ethnicity.",,,,
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).,,,,
"For more information about Poverty: Persons below poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty.",,,,
Data for United States does not include Puerto Rico.,,,,
