Demographic Data Report for United States by County,,,,
Poverty: Persons below poverty,,,,
"All Ages, Black (includes Hispanic), Male",,,,
2017-2021 American Community Survey 5-Year Data,,,,
Sorted by Value,,,,
,,,,
County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Tallapoosa County, Alabama",01123,29.1,1488,1966 of 2897
"Washington County, Virginia",51191,29.1,84,1965 of 2897
"Refugio County, Texas",48391,29.1,59,1964 of 2897
"Jackson County, Texas",48239,29.1,93,1963 of 2897
"Delta County, Texas",48119,29.1,52,1962 of 2897
"Issaquena County, Mississippi",28055,29,90,1960 of 2897
"Winona County, Minnesota",27169,29,54,1960 of 2897
"Tattnall County, Georgia",13267,29,544,1959 of 2897
"Nottoway County, Virginia",51135,29,803,1958 of 2897
"Polk County, Iowa",19153,29,5040,1957 of 2897
"Jackson County, Michigan",26075,29,1289,1956 of 2897
"Franklin County, Mississippi",28037,28.9,369,1955 of 2897
"Wayne County, Michigan",26163,28.9,89586,1954 of 2897
"St. Mary Parish, Louisiana",22101,28.9,1988,1953 of 2897
"Adams County, Ohio",39001,28.9,26,1952 of 2897
"Boone County, Missouri",29019,28.9,2173,1951 of 2897
"LaFourche Parish, Louisiana",22057,28.8,1753,1950 of 2897
"Lawrence County, Illinois",17101,28.8,62,1948 of 2897
"Putnam County, Tennessee",47141,28.8,248,1948 of 2897
"Montgomery County, Ohio",39113,28.8,14350,1947 of 2897
"Richmond County, North Carolina",37153,28.8,1736,1946 of 2897
"Montgomery County, Mississippi",28097,28.8,490,1945 of 2897
"Marion County, South Carolina",45067,28.8,2105,1944 of 2897
"Wood County, Wisconsin",55141,28.7,77,1943 of 2897
"Beaufort County, North Carolina",37013,28.7,1418,1942 of 2897
"Shelby County, Ohio",39149,28.7,153,1941 of 2897
"Linn County, Iowa",19113,28.7,2068,1940 of 2897
"Sequoyah County, Oklahoma",40135,28.6,118,1939 of 2897
"New Hanover County, North Carolina",37129,28.6,3573,1938 of 2897
"Sebastian County, Arkansas",05131,28.6,996,1937 of 2897
"Jefferson County, Indiana",18077,28.6,56,1933 of 2897
"Linn County, Missouri",29115,28.6,16,1933 of 2897
"Niagara County, New York",36063,28.6,1910,1933 of 2897
"Sheridan County, Kansas",20179,28.6,4,1933 of 2897
"Lincoln County, Georgia",13181,28.6,277,1932 of 2897
"Clay County, Mississippi",28025,28.5,1470,1931 of 2897
"Muskegon County, Michigan",26121,28.5,2699,1929 of 2897
"Palo Pinto County, Texas",48363,28.5,111,1929 of 2897
"Fayette County, Kentucky",21067,28.4,6222,1928 of 2897
"Washington County, Maine",23029,28.4,29,1927 of 2897
"Daviess County, Kentucky",21059,28.4,589,1926 of 2897
"Randolph County, Georgia",13243,28.4,492,1925 of 2897
"Lawrence County, Tennessee",47099,28.4,77,1924 of 2897
"Brown County, Wisconsin",55009,28.4,903,1923 of 2897
"Union County, Arkansas",05139,28.4,1704,1922 of 2897
"Vigo County, Indiana",18167,28.4,810,1921 of 2897
"Umatilla County, Oregon",41059,28.4,93,1920 of 2897
"Pickens County, Alabama",01107,28.4,1032,1919 of 2897
"Fresno County, California",06019,28.3,6186,1918 of 2897
"St. Clair County, Michigan",26147,28.3,507,1917 of 2897
"St. Helena Parish, Louisiana",22091,28.3,682,1916 of 2897
"Cattaraugus County, New York",36009,28.2,159,1915 of 2897
"Caldwell County, Texas",48055,28.2,288,1913 of 2897
"Ogle County, Illinois",17141,28.2,96,1913 of 2897
"Somerset County, Maryland",24039,28.2,719,1912 of 2897
"DeKalb County, Indiana",18033,28.2,11,1911 of 2897
"Tompkins County, New York",36109,28.2,403,1910 of 2897
"Harrison County, West Virginia",54033,28.2,145,1909 of 2897
"Tift County, Georgia",13277,28.2,1539,1908 of 2897
"Sedgwick County, Kansas",20173,28.1,5883,1907 of 2897
"Calhoun County, Georgia",13037,28,276,1906 of 2897
"Anderson County, Texas",48001,28,1196,1905 of 2897
"Alachua County, Florida",12001,28,6881,1904 of 2897
"Pawnee County, Oklahoma",40117,28,14,1902 of 2897
"Tama County, Iowa",19171,28,21,1902 of 2897
"Warren County, Mississippi",28149,28,2834,1901 of 2897
"Raleigh County, West Virginia",54081,28,676,1900 of 2897
"Tate County, Mississippi",28137,27.9,923,1899 of 2897
"Macon County, Illinois",17115,27.9,1985,1898 of 2897
"Barbour County, Alabama",01005,27.9,1318,1897 of 2897
"Taliaferro County, Georgia",13265,27.9,122,1896 of 2897
"Indian River County, Florida",12061,27.9,1769,1895 of 2897
"Craighead County, Arkansas",05031,27.9,2109,1894 of 2897
"Klamath County, Oregon",41035,27.9,75,1893 of 2897
"Colbert County, Alabama",01033,27.9,1276,1892 of 2897
"Lawrence County, Mississippi",28077,27.9,533,1891 of 2897
"Greenup County, Kentucky",21089,27.9,56,1890 of 2897
"Olmsted County, Minnesota",27109,27.8,1383,1889 of 2897
"Morrison County, Minnesota",27097,27.8,10,1887 of 2897
"Newaygo County, Michigan",26123,27.8,60,1887 of 2897
"Hale County, Alabama",01065,27.8,1094,1886 of 2897
"Williamsburg County, South Carolina",45089,27.8,2357,1885 of 2897
"Chowan County, North Carolina",37041,27.7,559,1884 of 2897
"Gates County, North Carolina",37073,27.7,421,1883 of 2897
"Daviess County, Indiana",18027,27.7,77,1882 of 2897
"Dubuque County, Iowa",19061,27.7,325,1881 of 2897
"Greene County, Virginia",51079,27.7,200,1880 of 2897
"Cass County, Missouri",29037,27.6,646,1879 of 2897
"Branch County, Michigan",26023,27.6,40,1877 of 2897
"Osage County, Kansas",20139,27.6,16,1877 of 2897
"Lincoln County, Mississippi",28085,27.5,1292,1876 of 2897
"Erie County, New York",36029,27.5,14753,1875 of 2897
"Early County, Georgia",13099,27.5,699,1874 of 2897
"Franklin County, Massachusetts",25011,27.5,116,1873 of 2897
"Dallas County, Alabama",01047,27.5,3506,1872 of 2897
"Pender County, North Carolina",37141,27.5,962,1871 of 2897
"Houston County, Alabama",01069,27.5,3674,1870 of 2897
"Wichita County, Texas",48485,27.4,1367,1869 of 2897
"Hunt County, Texas",48231,27.4,882,1868 of 2897
"McLean County, Kentucky",21149,27.4,26,1867 of 2897
"Citrus County, Florida",12017,27.4,500,1866 of 2897
"Wood County, Texas",48499,27.3,228,1865 of 2897
"Chickasaw County, Mississippi",28017,27.3,947,1864 of 2897
"Florence County, South Carolina",45041,27.3,6977,1863 of 2897
"Edmunds County, South Dakota",46045,27.3,3,1861 of 2897
"Wabash County, Indiana",18169,27.3,30,1861 of 2897
"Lauderdale County, Alabama",01077,27.3,1117,1860 of 2897
"Newberry County, South Carolina",45071,27.3,1458,1859 of 2897
"Meriwether County, Georgia",13199,27.2,1027,1858 of 2897
"Kanawha County, West Virginia",54039,27.2,1594,1857 of 2897
"Jasper County, Mississippi",28061,27.2,1192,1856 of 2897
"Butte County, California",06007,27.2,528,1855 of 2897
"Bowie County, Texas",48037,27.2,2712,1854 of 2897
"Tioga County, Pennsylvania",42117,27.2,31,1853 of 2897
"Kenosha County, Wisconsin",55059,27.1,1349,1852 of 2897
"Lenawee County, Michigan",26091,27.1,156,1851 of 2897
"St. Joseph County, Indiana",18141,27.1,4146,1850 of 2897
"Marshall County, Tennessee",47117,27.1,211,1849 of 2897
"Teller County, Colorado",08119,27.1,16,1848 of 2897
"Gallia County, Ohio",39053,27.1,82,1847 of 2897
"Coffee County, Alabama",01031,27.1,1181,1846 of 2897
"Bulloch County, Georgia",13031,27,2211,1845 of 2897
"Stone County, Mississippi",28131,27,330,1844 of 2897
"Anderson County, Kentucky",21005,27,108,1843 of 2897
"White County, Georgia",13311,27,34,1842 of 2897
"Muscatine County, Iowa",19139,27,143,1841 of 2897
"Morrow County, Ohio",39117,27,41,1840 of 2897
"Danville City, Virginia",51590,27,2375,1839 of 2897
"New Madrid County, Missouri",29143,26.9,239,1838 of 2897
"St. Francis County, Arkansas",05123,26.9,1398,1837 of 2897
"Oneida County, Wisconsin",55085,26.9,21,1836 of 2897
"Kalamazoo County, Michigan",26077,26.9,3579,1835 of 2897
"Ottawa County, Michigan",26139,26.9,600,1834 of 2897
"Richmond City, Virginia",51760,26.9,11969,1833 of 2897
"Pointe Coupee Parish, Louisiana",22077,26.9,950,1832 of 2897
"Bossier Parish, Louisiana",22015,26.9,3744,1831 of 2897
"New York County, New York",36061,26.8,28579,1830 of 2897
"Stephens County, Georgia",13257,26.8,353,1829 of 2897
"Edgecombe County, North Carolina",37065,26.8,3385,1828 of 2897
"Marshall County, Mississippi",28093,26.8,1768,1827 of 2897
"Perry County, Mississippi",28111,26.8,165,1826 of 2897
"Hawkins County, Tennessee",47073,26.8,68,1825 of 2897
"Riley County, Kansas",20161,26.7,539,1824 of 2897
"Wilson County, North Carolina",37195,26.7,3758,1823 of 2897
"Red River Parish, Louisiana",22081,26.7,422,1822 of 2897
"Cumberland County, Maine",23005,26.7,1278,1821 of 2897
"Lamar County, Texas",48277,26.7,817,1820 of 2897
"Marion County, Missouri",29127,26.7,165,1819 of 2897
"Washington County, Maryland",24043,26.7,1680,1818 of 2897
"Fulton County, Indiana",18049,26.7,4,1816 of 2897
"Hood River County, Oregon",41027,26.7,32,1816 of 2897
"Oktibbeha County, Mississippi",28105,26.6,2225,1815 of 2897
"Lubbock County, Texas",48303,26.6,2734,1814 of 2897
"Champaign County, Illinois",17019,26.6,3212,1813 of 2897
"Parker County, Texas",48367,26.6,319,1812 of 2897
"Turner County, Georgia",13287,26.6,402,1811 of 2897
"Lynchburg City, Virginia",51680,26.6,2521,1810 of 2897
"Forrest County, Mississippi",28035,26.6,3297,1809 of 2897
"Greene County, Missouri",29077,26.6,1124,1808 of 2897
"Baldwin County, Georgia",13009,26.6,2078,1807 of 2897
"Calhoun County, Mississippi",28013,26.6,462,1806 of 2897
"Wharton County, Texas",48481,26.6,762,1805 of 2897
"Walworth County, Wisconsin",55127,26.5,100,1804 of 2897
"Clarke County, Georgia",13059,26.5,4046,1803 of 2897
"Mower County, Minnesota",27099,26.5,177,1802 of 2897
"Custer County, Nebraska",31041,26.4,14,1801 of 2897
"Grant County, Arkansas",05053,26.4,47,1800 of 2897
"Montgomery County, Kansas",20125,26.4,208,1799 of 2897
"Lane County, Oregon",41039,26.4,545,1798 of 2897
"Sumter County, Georgia",13261,26.4,1556,1797 of 2897
"Vanderburgh County, Indiana",18163,26.3,2220,1796 of 2897
"Jackson County, Oregon",41029,26.3,208,1795 of 2897
"Pitt County, North Carolina",37147,26.3,6952,1794 of 2897
"Gibson County, Tennessee",47053,26.2,893,1793 of 2897
"Granville County, North Carolina",37077,26.2,2098,1792 of 2897
"Merced County, California",06047,26.2,943,1791 of 2897
"Santa Fe County, New Mexico",35049,26.2,179,1790 of 2897
"Morgan County, Alabama",01103,26.2,1930,1789 of 2897
"Steele County, Minnesota",27147,26.1,163,1788 of 2897
"Knox County, Ohio",39083,26.1,35,1787 of 2897
"Huron County, Michigan",26063,26.1,18,1786 of 2897
"Rice County, Minnesota",27131,26.1,433,1785 of 2897
"Kankakee County, Illinois",17091,26.1,1882,1784 of 2897
"Kenton County, Kentucky",21117,26.1,1020,1783 of 2897
"Howard County, Indiana",18067,26,822,1782 of 2897
"Coosa County, Alabama",01037,26,406,1781 of 2897
"Wilkinson County, Georgia",13319,26,410,1780 of 2897
"Allen County, Ohio",39003,26,1260,1779 of 2897
"Texas County, Oklahoma",40139,25.9,260,1778 of 2897
"Lake County, Indiana",18089,25.9,13297,1777 of 2897
"Harrison County, Texas",48203,25.9,1545,1775 of 2897
"Saline County, Missouri",29195,25.9,120,1775 of 2897
"Sevier County, Arkansas",05133,25.9,68,1774 of 2897
"Abbeville County, South Carolina",45001,25.8,762,1773 of 2897
"Lassen County, California",06035,25.8,86,1772 of 2897
"Clark County, Arkansas",05019,25.8,549,1771 of 2897
"Gadsden County, Florida",12039,25.8,2735,1770 of 2897
"Prince Edward County, Virginia",51147,25.7,613,1769 of 2897
"Carroll County, Virginia",51035,25.7,46,1768 of 2897
"Suwannee County, Florida",12121,25.7,568,1767 of 2897
"Philadelphia County, Pennsylvania",42101,25.7,74951,1766 of 2897
"Spalding County, Georgia",13255,25.7,2575,1765 of 2897
"Madera County, California",06039,25.7,205,1764 of 2897
"Limestone County, Texas",48293,25.6,442,1763 of 2897
"Troup County, Georgia",13285,25.6,2893,1762 of 2897
"Stokes County, North Carolina",37169,25.6,236,1761 of 2897
"Garvin County, Oklahoma",40049,25.6,72,1760 of 2897
"Allegheny County, Pennsylvania",42003,25.6,17956,1759 of 2897
"Wapello County, Iowa",19179,25.6,176,1758 of 2897
"Finney County, Kansas",20055,25.6,279,1757 of 2897
"Cass County, North Dakota",38017,25.6,1511,1756 of 2897
"Salem County, New Jersey",34033,25.5,1057,1755 of 2897
"Crawford County, Kansas",20037,25.5,98,1753 of 2897
"Webster County, Kentucky",21233,25.5,70,1753 of 2897
"Cherokee County, South Carolina",45021,25.5,1220,1752 of 2897
"Hennepin County, Minnesota",27053,25.4,20965,1751 of 2897
"Franklin City, Virginia",51620,25.4,499,1750 of 2897
"Clarke County, Alabama",01025,25.4,1231,1749 of 2897
"Summit County, Ohio",39153,25.4,8997,1748 of 2897
"Northampton County, Virginia",51131,25.4,420,1747 of 2897
"Washington County, Georgia",13303,25.4,1043,1746 of 2897
"Belknap County, New Hampshire",33001,25.4,49,1745 of 2897
"Multnomah County, Oregon",41051,25.4,5429,1744 of 2897
"Sumter County, South Carolina",45085,25.4,5468,1743 of 2897
"Hamilton County, Ohio",39061,25.3,24178,1742 of 2897
"Bullitt County, Kentucky",21029,25.3,156,1741 of 2897
"Martin County, Florida",12085,25.3,1003,1740 of 2897
"Washington County, Tennessee",47179,25.3,659,1739 of 2897
"Grady County, Oklahoma",40051,25.3,132,1737 of 2897
"Pratt County, Kansas",20151,25.3,22,1737 of 2897
"St. Charles Parish, Louisiana",22089,25.3,1607,1736 of 2897
"Cherokee County, Texas",48073,25.3,711,1735 of 2897
"Lancaster County, Nebraska",31109,25.3,1457,1734 of 2897
"Lafayette County, Mississippi",28071,25.3,1469,1733 of 2897
"La Salle County, Illinois",17099,25.2,308,1732 of 2897
"Bourbon County, Kansas",20011,25.2,26,1730 of 2897
"Schoharie County, New York",36095,25.2,26,1730 of 2897
"Fayette County, Tennessee",47047,25.2,1324,1729 of 2897
"Roanoke City, Virginia",51770,25.2,3460,1728 of 2897
"Wyandotte County, Kansas",20209,25.2,4124,1727 of 2897
"Edgefield County, South Carolina",45037,25.2,964,1726 of 2897
"Haywood County, Tennessee",47075,25.1,1009,1725 of 2897
"Hale County, Texas",48189,25.1,172,1724 of 2897
"Otsego County, New York",36077,25.1,119,1723 of 2897
"Allen County, Indiana",18003,25.1,4973,1722 of 2897
"Mason County, Washington",53045,25.1,87,1721 of 2897
"Habersham County, Georgia",13137,25.1,94,1720 of 2897
"Tulare County, California",06107,25,1049,1719 of 2897
"Racine County, Wisconsin",55101,25,2439,1718 of 2897
"Vermilion Parish, Louisiana",22113,25,970,1717 of 2897
"Weld County, Colorado",08123,25,545,1716 of 2897
"Caldwell County, Missouri",29025,25,2,1707 of 2897
"Calloway County, Kentucky",21035,25,157,1707 of 2897
"Dade County, Missouri",29057,25,1,1707 of 2897
"Greenlee County, Arizona",04011,25,37,1707 of 2897
"Isabella County, Michigan",26073,25,152,1707 of 2897
"Keweenaw County, Michigan",26083,25,2,1707 of 2897
"Norman County, Minnesota",27107,25,16,1707 of 2897
"Perry County, Missouri",29157,25,6,1707 of 2897
"Yellow Medicine County, Minnesota",27173,25,14,1707 of 2897
"Vance County, North Carolina",37181,25,2213,1706 of 2897
"Emanuel County, Georgia",13107,25,841,1705 of 2897
"Clark County, Indiana",18019,25,991,1704 of 2897
"Gonzales County, Texas",48177,24.9,164,1703 of 2897
"Cumberland County, New Jersey",34011,24.9,2825,1702 of 2897
"Marshall County, Iowa",19127,24.9,61,1701 of 2897
"Rhea County, Tennessee",47143,24.9,57,1700 of 2897
"Ramsey County, Minnesota",27123,24.9,8278,1699 of 2897
"Bronx County, New York",36005,24.9,56863,1698 of 2897
"Heard County, Georgia",13149,24.9,134,1697 of 2897
"Windsor County, Vermont",50027,24.8,40,1696 of 2897
"Jasper County, Georgia",13159,24.8,295,1695 of 2897
"Muscogee County, Georgia",13215,24.8,10758,1694 of 2897
"Tulsa County, Oklahoma",40143,24.8,7474,1693 of 2897
"Clearfield County, Pennsylvania",42033,24.8,83,1692 of 2897
"Livingston County, New York",36051,24.8,107,1691 of 2897
"Westmoreland County, Pennsylvania",42129,24.7,1036,1690 of 2897
"Randall County, Texas",48381,24.7,562,1689 of 2897
"Iberville Parish, Louisiana",22047,24.7,1431,1688 of 2897
"Oklahoma County, Oklahoma",40109,24.7,13474,1687 of 2897
"Laurel County, Kentucky",21125,24.7,57,1686 of 2897
"Pearl River County, Mississippi",28109,24.7,804,1685 of 2897
"St. Louis City, Missouri",29510,24.7,15126,1684 of 2897
"Knott County, Kentucky",21119,24.6,17,1683 of 2897
"Miami County, Indiana",18103,24.6,196,1682 of 2897
"Pottawatomie County, Oklahoma",40125,24.6,260,1681 of 2897
"Pettis County, Missouri",29159,24.5,150,1680 of 2897
"Albany County, New York",36001,24.5,4198,1679 of 2897
"Mecklenburg County, Virginia",51117,24.4,1166,1678 of 2897
"West Baton Rouge Parish, Louisiana",22121,24.4,1115,1677 of 2897
"Calcasieu Parish, Louisiana",22019,24.4,6100,1676 of 2897
"Pennington County, South Dakota",46103,24.4,220,1675 of 2897
"Rowan County, North Carolina",37159,24.4,2526,1674 of 2897
"Wyoming County, New York",36121,24.4,61,1673 of 2897
"Monroe County, Georgia",13207,24.4,646,1672 of 2897
"Thomas County, Georgia",13275,24.3,1817,1671 of 2897
"Highland County, Ohio",39071,24.3,45,1670 of 2897
"Charlton County, Georgia",13049,24.3,490,1669 of 2897
"San Francisco County, California",06075,24.3,5629,1668 of 2897
"Trigg County, Kentucky",21221,24.3,112,1667 of 2897
"St. Martin Parish, Louisiana",22099,24.3,1742,1666 of 2897
"Jasper County, South Carolina",45053,24.3,1254,1665 of 2897
"Franklin County, Ohio",39049,24.3,34774,1664 of 2897
"Ada County, Idaho",16001,24.3,872,1663 of 2897
"Williams County, North Dakota",38105,24.2,234,1662 of 2897
"East Feliciana Parish, Louisiana",22037,24.2,662,1661 of 2897
"Madison County, Texas",48313,24.2,146,1660 of 2897
"Cowlitz County, Washington",53015,24.2,131,1659 of 2897
"Lewis County, Missouri",29111,24.2,29,1658 of 2897
"Jeff Davis County, Georgia",13161,24.1,227,1657 of 2897
"San Augustine County, Texas",48405,24.1,200,1656 of 2897
"Fayette County, Texas",48149,24.1,177,1655 of 2897
"Orange County, Texas",48361,24.1,882,1654 of 2897
"Jessamine County, Kentucky",21113,24.1,240,1653 of 2897
"Chisago County, Minnesota",27025,24.1,33,1652 of 2897
"Carter County, Oklahoma",40019,24.1,341,1651 of 2897
"Copiah County, Mississippi",28029,24.1,1579,1650 of 2897
"Marion County, Alabama",01093,24,133,1649 of 2897
"Etowah County, Alabama",01055,24,1741,1648 of 2897
"Gogebic County, Michigan",26053,23.9,17,1647 of 2897
"Accomack County, Virginia",51001,23.9,1066,1646 of 2897
"Baraga County, Michigan",26013,23.9,11,1645 of 2897
"Winn Parish, Louisiana",22127,23.9,336,1644 of 2897
"Coffee County, Georgia",13069,23.9,1156,1643 of 2897
"Mobile County, Alabama",01097,23.9,16177,1642 of 2897
"Caswell County, North Carolina",37033,23.9,781,1641 of 2897
"Fulton County, Ohio",39051,23.9,16,1640 of 2897
"Clarendon County, South Carolina",45027,23.9,1492,1639 of 2897
"Liberty County, Florida",12077,23.9,58,1638 of 2897
"Childress County, Texas",48075,23.9,26,1637 of 2897
"Callaway County, Missouri",29027,23.8,175,1636 of 2897
"Shelby County, Tennessee",47157,23.8,53558,1635 of 2897
"Hutchinson County, Texas",48233,23.8,56,1634 of 2897
"Clark County, Illinois",17023,23.8,10,1631 of 2897
"Isanti County, Minnesota",27059,23.8,20,1631 of 2897
"Wayne County, Missouri",29223,23.8,5,1631 of 2897
"Lee County, Mississippi",28081,23.8,2665,1630 of 2897
"Walker County, Texas",48471,23.8,1676,1629 of 2897
"McDowell County, North Carolina",37111,23.8,98,1628 of 2897
"Cook County, Georgia",13075,23.8,503,1627 of 2897
"Russell County, Alabama",01113,23.7,2873,1626 of 2897
"Assumption Parish, Louisiana",22007,23.7,660,1625 of 2897
"Lee County, North Carolina",37105,23.7,1303,1624 of 2897
"Hamilton County, Tennessee",47065,23.7,7169,1623 of 2897
"Ontario County, New York",36069,23.7,246,1622 of 2897
"Miller County, Arkansas",05091,23.7,1139,1621 of 2897
"Richmond County, Georgia",13245,23.7,12062,1620 of 2897
"Crittenden County, Arkansas",05035,23.7,2546,1619 of 2897
"Lee County, Alabama",01081,23.7,3989,1618 of 2897
"Graham County, Arizona",04009,23.7,62,1617 of 2897
"Baltimore City, Maryland",24510,23.6,37591,1616 of 2897
"Columbia County, Florida",12023,23.6,1062,1615 of 2897
"Oglethorpe County, Georgia",13221,23.6,292,1614 of 2897
"Dauphin County, Pennsylvania",42043,23.6,5966,1613 of 2897
"Marion County, Florida",12083,23.6,4842,1612 of 2897
"Worth County, Georgia",13321,23.6,635,1611 of 2897
"Craven County, North Carolina",37049,23.6,2210,1610 of 2897
"Mohave County, Arizona",04015,23.6,264,1609 of 2897
"Bacon County, Georgia",13005,23.6,92,1608 of 2897
"Wilkes County, North Carolina",37193,23.6,311,1607 of 2897
"Sheboygan County, Wisconsin",55117,23.6,212,1606 of 2897
"Macon County, Alabama",01087,23.5,1526,1605 of 2897
"Rutland County, Vermont",50021,23.5,32,1604 of 2897
"Calhoun County, Alabama",01015,23.5,2635,1603 of 2897
"Madison County, Ohio",39097,23.5,47,1602 of 2897
"Pontotoc County, Oklahoma",40123,23.5,121,1601 of 2897
"Davie County, North Carolina",37059,23.5,190,1600 of 2897
"Cecil County, Maryland",24015,23.5,774,1599 of 2897
"Pulaski County, Arkansas",05119,23.5,15809,1598 of 2897
"Drew County, Arkansas",05043,23.5,493,1597 of 2897
"Schenectady County, New York",36093,23.5,1681,1596 of 2897
"Baylor County, Texas",48023,23.4,11,1595 of 2897
"Anson County, North Carolina",37007,23.4,1137,1594 of 2897
"Monroe County, Mississippi",28095,23.4,1086,1593 of 2897
"Greenwood County, South Carolina",45047,23.3,2273,1592 of 2897
"Mendocino County, California",06045,23.3,84,1591 of 2897
"Grayson County, Texas",48181,23.3,762,1590 of 2897
"Butler County, Pennsylvania",42019,23.3,176,1589 of 2897
"Sabine County, Texas",48403,23.3,65,1588 of 2897
"Taney County, Missouri",29213,23.3,91,1587 of 2897
"White County, Arkansas",05145,23.3,336,1586 of 2897
"Johnson County, Georgia",13167,23.2,378,1585 of 2897
"Sauk County, Wisconsin",55111,23.2,69,1584 of 2897
"Imperial County, California",06025,23.2,373,1583 of 2897
"Bradford County, Florida",12007,23.2,396,1582 of 2897
"Berkshire County, Massachusetts",25003,23.2,411,1581 of 2897
"Horry County, South Carolina",45051,23.2,4612,1580 of 2897
"Grafton County, New Hampshire",33009,23.2,60,1579 of 2897
"St. Clair County, Illinois",17163,23.2,7796,1578 of 2897
"Montgomery County, Alabama",01101,23.2,13669,1577 of 2897
"Jefferson County, Pennsylvania",42065,23.1,25,1576 of 2897
District of Columbia,11001,23.1,30723,1575 of 2897
"Vernon Parish, Louisiana",22115,23.1,755,1574 of 2897
"Washington County, Oklahoma",40147,23.1,162,1573 of 2897
"Knox County, Tennessee",47093,23,4228,1572 of 2897
"Hinds County, Mississippi",28049,23,17356,1571 of 2897
"Jackson County, Alabama",01071,23,203,1570 of 2897
"Erie County, Ohio",39043,23,713,1569 of 2897
"Cherokee County, Alabama",01019,23,110,1568 of 2897
"Darlington County, South Carolina",45031,23,2679,1567 of 2897
"Carroll County, Georgia",13045,22.9,2322,1566 of 2897
"Washoe County, Nevada",32031,22.9,1423,1565 of 2897
"Dodge County, Georgia",13091,22.9,504,1564 of 2897
"Henry County, Alabama",01067,22.9,440,1563 of 2897
"Black Hawk County, Iowa",19013,22.9,1300,1562 of 2897
"Spartanburg County, South Carolina",45083,22.9,6596,1561 of 2897
"Hampden County, Massachusetts",25013,22.9,4481,1560 of 2897
"Peach County, Georgia",13225,22.9,1213,1559 of 2897
"Jefferson County, Kentucky",21111,22.9,18091,1558 of 2897
"Clark County, Ohio",39023,22.9,1265,1557 of 2897
"Hopkins County, Kentucky",21107,22.8,262,1556 of 2897
"Cook County, Illinois",17031,22.8,122244,1555 of 2897
"Jefferson Parish, Louisiana",22051,22.8,12224,1554 of 2897
"LaPorte County, Indiana",18091,22.8,996,1553 of 2897
"Highlands County, Florida",12055,22.8,1001,1552 of 2897
"Miami-Dade County, Florida",12086,22.8,46495,1551 of 2897
"Lake County, Michigan",26085,22.8,99,1550 of 2897
"Pueblo County, Colorado",08101,22.7,344,1549 of 2897
"Bates County, Missouri",29013,22.7,40,1546 of 2897
"Manistee County, Michigan",26101,22.7,25,1546 of 2897
"Nevada County, California",06057,22.7,45,1546 of 2897
"Madison County, Kentucky",21151,22.7,317,1545 of 2897
"Glynn County, Georgia",13127,22.7,2166,1544 of 2897
"Woodford County, Illinois",17203,22.7,32,1543 of 2897
"Benton County, Washington",53005,22.7,489,1542 of 2897
"McDonald County, Missouri",29119,22.7,54,1541 of 2897
"Bernalillo County, New Mexico",35001,22.7,2302,1540 of 2897
"Laramie County, Wyoming",56021,22.7,347,1539 of 2897
"Prairie County, Arkansas",05117,22.6,89,1538 of 2897
"Kent County, Michigan",26081,22.6,6841,1537 of 2897
"Pinellas County, Florida",12103,22.6,10072,1536 of 2897
"Tyrrell County, North Carolina",37177,22.6,81,1535 of 2897
"Claiborne County, Tennessee",47025,22.6,19,1534 of 2897
"Union County, South Carolina",45087,22.6,827,1533 of 2897
"Nye County, Nevada",32023,22.6,108,1532 of 2897
"Chickasaw County, Iowa",19037,22.6,14,1531 of 2897
"Catawba County, North Carolina",37035,22.6,1330,1530 of 2897
"Jackson County, Georgia",13157,22.6,653,1529 of 2897
"Rockingham County, North Carolina",37157,22.5,1680,1528 of 2897
"Wayne County, Mississippi",28153,22.5,748,1527 of 2897
"Norfolk City, Virginia",51710,22.5,9320,1526 of 2897
"Jefferson County, Texas",48245,22.5,8330,1525 of 2897
"Johnson County, Iowa",19103,22.5,1225,1524 of 2897
"Dona Ana County, New Mexico",35013,22.5,531,1523 of 2897
"Cayuga County, New York",36011,22.5,152,1522 of 2897
"Geary County, Kansas",20061,22.4,751,1521 of 2897
"Faulkner County, Arkansas",05045,22.4,1474,1520 of 2897
"Lowndes County, Alabama",01085,22.4,781,1519 of 2897
"Sullivan County, New York",36105,22.4,476,1518 of 2897
"Montgomery County, Virginia",51121,22.4,441,1517 of 2897
"Roane County, Tennessee",47145,22.4,168,1516 of 2897
"Wayne County, North Carolina",37191,22.4,3630,1515 of 2897
"Jefferson County, Alabama",01073,22.4,28767,1514 of 2897
"Johnson County, Missouri",29101,22.3,124,1513 of 2897
"Nueces County, Texas",48355,22.3,1376,1512 of 2897
"Shawnee County, Kansas",20177,22.3,1575,1511 of 2897
"Bell County, Kentucky",21013,22.3,51,1510 of 2897
"Chattooga County, Georgia",13055,22.2,125,1509 of 2897
"Bremer County, Iowa",19017,22.2,14,1504 of 2897
"Bureau County, Illinois",17011,22.2,26,1504 of 2897
"Fulton County, Illinois",17057,22.2,26,1504 of 2897
"Kiowa County, Oklahoma",40075,22.2,30,1504 of 2897
"Scott County, Minnesota",27139,22.2,774,1504 of 2897
"Warren County, North Carolina",37185,22.2,927,1503 of 2897
"Crenshaw County, Alabama",01041,22.2,320,1502 of 2897
"Dale County, Alabama",01045,22.2,1012,1501 of 2897
"Cape May County, New Jersey",34009,22.2,388,1500 of 2897
